ScenarioID,EgoID,Prompt,Trajectory_Longitudinal,Trajectory_Lateral
DEU_LocationAUpper54-1_5422676_T-22700,12005,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 39.2 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 12003: It is driving on the right-adjacent lane in the same direction Its velocity is 33.1 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 12006: It is driving on the right-adjacent lane in the same direction Its velocity is 34.5 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationAUpper54-1_5419926_T-19950,11752,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 34.9 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11740: It is driving on the right-adjacent lane in the same direction Its velocity is 25.8 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s². The time-to-collision is inf sec.
    - car 11747: It is driving on the right-adjacent lane in the same direction Its velocity is 28.2 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 11753: It is driving on the same lane Its velocity is 34.8 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11754: It is driving on the same lane Its velocity is 33.8 m/s, orientation is 3.136 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower33-1_3321776_T-21800,11758,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 31.4 m/s, orientation is -0.005 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11751: It is driving on the right-adjacent lane in the same direction Its velocity is 24.6 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 11755: It is driving on the right-adjacent lane in the same direction Its velocity is 22.9 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 11759: It is driving on the same lane Its velocity is 24.7 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 11760: It is driving on the right-adjacent lane in the same direction Its velocity is 23.3 m/s, orientation is 0.004 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11765: It is driving on the left-adjacent lane in the same direction Its velocity is 34.9 m/s, orientation is -0.018 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationAUpper33-1_3313901_T-13925,11142,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 33.6 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11132: It is driving on the right-adjacent lane in the same direction Its velocity is 27.3 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11134: It is driving on the right-adjacent lane in the same direction Its velocity is 28.2 m/s, orientation is 3.136 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s². The time-to-collision is inf sec.
    - car 11135: It is driving on the same lane Its velocity is 35.7 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is 1.1 sec.
    - car 11138: It is driving on the same lane Its velocity is 33.1 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is 0.6 sec.
    - car 11143: It is driving on the right-adjacent lane in the same direction Its velocity is 32.1 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.6 m/s². The time-to-collision is inf sec.
    - car 11147: It is driving on the right-adjacent lane in the same direction Its velocity is 31.2 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationAUpper52-1_5219776_T-19800,11667,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 34.9 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11657: It is driving on the right-adjacent lane in the same direction Its velocity is 27.1 m/s, orientation is 3.138 rad, steering angle is 0.000 rad, and acceleration is -0.5 m/s². The time-to-collision is inf sec.
    - car 11658: It is driving on the right-adjacent lane in the same direction Its velocity is 28.0 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 11660: It is driving on the right-adjacent lane in the same direction Its velocity is 28.5 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is 0.2 sec.
    - car 11662: It is driving on the same lane Its velocity is 34.8 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is 0.7 sec.
    - car 11664: It is driving on the right-adjacent lane in the same direction Its velocity is 28.8 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 11668: It is driving on the right-adjacent lane in the same direction Its velocity is 26.8 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11671: It is driving on the same lane Its velocity is 34.5 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
    - car 11673: It is driving on the same lane Its velocity is 34.9 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.6 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower33-1_333651_T-3675,10308,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 29.1 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 10301: It is driving on the right-adjacent lane in the same direction Its velocity is 22.9 m/s, orientation is -0.005 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 10310: It is driving on the same lane Its velocity is 31.4 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationAUpper52-1_5213401_T-13425,11105,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 32.1 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11091: It is driving on the right-adjacent lane in the same direction Its velocity is 25.5 m/s, orientation is -3.137 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - truck 11098: It is driving on the right-adjacent lane in the same direction Its velocity is 25.2 m/s, orientation is -3.134 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 11100: It is driving on the same lane Its velocity is 31.7 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is 0.8 sec.
    - truck 11103: It is driving on the right-adjacent lane in the same direction Its velocity is 25.6 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11104: It is driving on the left-adjacent lane in the same direction Its velocity is 35.0 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11109: It is driving on the left-adjacent lane in the same direction Its velocity is 35.0 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11110: It is driving on the same lane Its velocity is 29.6 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s². The time-to-collision is inf sec.
    - car 11113: It is driving on the same lane Its velocity is 30.7 m/s, orientation is 3.137 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s². The time-to-collision is inf sec.
    - car 11114: It is driving on the left-adjacent lane in the same direction Its velocity is 34.4 m/s, orientation is 3.141 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationEUpper16-1_165487_T-5512,10215,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 40.5 m/s, orientation is 3.123 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - truck 10214: It is driving on the right-adjacent lane in the same direction Its velocity is 25.6 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 10216: It is driving on the same lane Its velocity is 35.9 m/s, orientation is -3.142 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationEUpper16-1_1620401_T-20425,10861,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 40.5 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.6 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 10856: It is driving on the same lane Its velocity is 33.4 m/s, orientation is -3.138 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is 1.4 sec.
    - car 10859: It is driving on the same lane Its velocity is 33.4 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is 0.6 sec.
    - car 10862: It is driving on the right-adjacent lane in the same direction Its velocity is 33.4 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 10864: It is driving on the same lane Its velocity is 38.9 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is 0.7 m/s². The time-to-collision is inf sec.
    - car 10866: It is driving on the same lane Its velocity is 38.4 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is 0.5 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationALower33-1_3327226_T-27250,12203,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 32.0 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 12196: It is driving on the right-adjacent lane in the same direction Its velocity is 25.0 m/s, orientation is -0.006 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 12201: It is driving on the same lane Its velocity is 33.1 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 12204: It is driving on the left-adjacent lane in the same direction Its velocity is 37.3 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 12205: It is driving on the left-adjacent lane in the same direction Its velocity is 34.8 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower31-1_3115826_T-15850,11290,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 34.6 m/s, orientation is -0.010 rad, steering angle is 0.000 rad, and acceleration is -0.9 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11283: It is driving on the same lane Its velocity is 30.7 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11286: It is driving on the same lane Its velocity is 33.2 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - car 11287: It is driving on the right-adjacent lane in the same direction Its velocity is 23.4 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - truck 11288: It is driving on the right-adjacent lane in the same direction Its velocity is 23.9 m/s, orientation is -0.004 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11293: It is driving on the left-adjacent lane in the same direction Its velocity is 35.4 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11294: It is driving on the same lane Its velocity is 32.1 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationALower33-1_3314676_T-14700,11204,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 35.2 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11197: It is driving on the right-adjacent lane in the same direction Its velocity is 26.8 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 11200: It is driving on the right-adjacent lane in the same direction Its velocity is 26.7 m/s, orientation is 0.000 rad, steering angle is 0.000 rad, and acceleration is 0.3 m/s². The time-to-collision is inf sec.
    - car 11201: It is driving on the right-adjacent lane in the same direction Its velocity is 27.9 m/s, orientation is -0.004 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 11207: It is driving on the right-adjacent lane in the same direction Its velocity is 29.1 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationAUpper33-1_3323826_T-23850,11920,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 37.9 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.5 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 11911: It is driving on the right-adjacent lane in the same direction Its velocity is 31.4 m/s, orientation is -3.134 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11915: It is driving on the same lane Its velocity is 37.3 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is 1.3 sec.
    - car 11916: It is driving on the right-adjacent lane in the same direction Its velocity is 32.7 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 11918: It is driving on the same lane Its velocity is 37.6 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is 0.8 sec.
    - car 11919: It is driving on the same lane Its velocity is 36.9 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is 0.5 sec.
    - car 11923: It is driving on the right-adjacent lane in the same direction Its velocity is 31.8 m/s, orientation is -3.139 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationALower53-1_5318101_T-18125,11638,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 24.5 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 11635: It is driving on the same lane Its velocity is 24.3 m/s, orientation is 0.004 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is 136.2 sec.
    - car 11642: It is driving on the left-adjacent lane in the same direction Its velocity is 35.0 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 11645: It is driving on the left-adjacent lane in the same direction Its velocity is 33.8 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
    - truck 11648: It is driving on the same lane Its velocity is 25.9 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationAUpper54-1_544026_T-4050,10355,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 34.9 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 10348: It is driving on the right-adjacent lane in the same direction Its velocity is 27.7 m/s, orientation is -3.140 rad, steering angle is 0.000 rad, and acceleration is -0.4 m/s². The time-to-collision is inf sec.
    - car 10349: It is driving on the same lane Its velocity is 34.4 m/s, orientation is 3.132 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is 1.3 sec.
    - truck 10350: It is driving on the right-adjacent lane in the same direction Its velocity is 26.1 m/s, orientation is 3.139 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 10353: It is driving on the right-adjacent lane in the same direction Its velocity is 26.5 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 10356: It is driving on the right-adjacent lane in the same direction Its velocity is 26.7 m/s, orientation is 3.137 rad, steering angle is 0.000 rad, and acceleration is -0.3 m/s². The time-to-collision is inf sec.
    - car 10359: It is driving on the same lane Its velocity is 34.2 m/s, orientation is 3.140 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 10361: It is driving on the right-adjacent lane in the same direction Its velocity is 26.3 m/s, orientation is 3.138 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 10363: It is driving on the same lane Its velocity is 34.8 m/s, orientation is -3.141 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
",keep,follow_lane
DEU_LocationALower54-1_543276_T-3300,10297,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 34.9 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - car 10291: It is driving on the same lane Its velocity is 36.8 m/s, orientation is -0.001 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 10295: It is driving on the same lane Its velocity is 33.6 m/s, orientation is 0.006 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 10298: It is driving on the right-adjacent lane in the same direction Its velocity is 34.0 m/s, orientation is -0.005 rad, steering angle is 0.000 rad, and acceleration is 0.2 m/s². The time-to-collision is inf sec.
    - car 10299: It is driving on the right-adjacent lane in the same direction Its velocity is 34.5 m/s, orientation is 0.003 rad, steering angle is 0.000 rad, and acceleration is -0.1 m/s². The time-to-collision is inf sec.
    - car 10301: It is driving on the same lane Its velocity is 35.3 m/s, orientation is 0.002 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
",decelerate,follow_lane
DEU_LocationELower16-1_1616626_T-16650,10698,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
Here is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 53.7 m/s, orientation is -0.000 rad, steering angle is 0.000 rad, and acceleration is 0.6 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - truck 10695: It is driving on the right-adjacent lane in the same direction Its velocity is 30.1 m/s, orientation is 0.001 rad, steering angle is 0.000 rad, and acceleration is 0.4 m/s². The time-to-collision is inf sec.
    - car 10700: It is driving on the same lane Its velocity is 47.0 m/s, orientation is -0.003 rad, steering angle is 0.000 rad, and acceleration is 0.1 m/s². The time-to-collision is inf sec.
    - car 10701: It is driving on the right-adjacent lane in the same direction Its velocity is 33.7 m/s, orientation is 0.007 rad, steering angle is 0.000 rad, and acceleration is 0.5 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
DEU_LocationAUpper52-1_523526_T-3550,10322,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
  - right
Here is an overview of your environment:
There is a left-adjacent lane with the same direction. There is a right-adjacent lane with the same direction. 
Your velocity is 32.5 m/s, orientation is 3.136 rad, steering angle is 0.000 rad, and acceleration is 0.6 m/s².
Please adhere to the traffic regulations in Germany:
The maximum speed is 33.3 m/s.
Here is an overview of all relevant obstacles surrounding you:
    - truck 10317: It is driving on the same lane Its velocity is 26.4 m/s, orientation is -3.126 rad, steering angle is 0.000 rad, and acceleration is -0.2 m/s². The time-to-collision is inf sec.
    - car 10320: It is driving on the left-adjacent lane in the same direction Its velocity is 32.2 m/s, orientation is -3.109 rad, steering angle is 0.000 rad, and acceleration is -0.0 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane
